,Team,Year,Week,Win,Team H/A/N,Opponent,Team Conference,Opponent Conference,Team YPPA 8 Game Avg,Team YPRA 8 Game Avg,Team TOP 8 Game Avg,Team TO 8 Game Avg,Team Points 8 Game Avg,Team Pen Yards 8 Game Avg,Opponent YPPA 8 Game Avg,Opponent YPRA 8 Game Avg,Opponent TOP 8 Game Avg,Opponent TO 8 Game Avg,Opponent Points 8 Game Avg,Opponent Pen Yards 8 Game Avg
145,Buffalo,2015,12,0,A,Akron,MAC,MAC,6.588750000000002,3.9024999999999945,1833.0,2.0,24.5,60.5,7.222500000000002,3.8425000000000002,1973.75,1.5,25.75,68.0
146,Kent State,2015,13,0,A,Akron,MAC,MAC,4.758749999999998,3.379999999999998,1543.75,1.625,9.125,63.125,7.117500000000002,3.7487500000000002,2029.875,1.5,23.875,64.0
147,Utah State,2015,17,0,N,Akron,MWC,MAC,7.196249999999996,4.317499999999999,1684.25,2.125,30.625,46.625,7.116250000000003,3.732500000000001,2045.25,1.5,25.25,58.375
148,Wisconsin,2016,2,1,H,Akron,Big 10,MAC,7.315,3.4275000000000024,2140.25,2.0,29.25,47.5,6.535000000000002,3.6000000000000005,1914.75,1.75,20.625,59.875
149,Marshall,2016,3,0,H,Akron,CUSA,MAC,6.51375,4.257499999999999,1915.875,1.75,31.5,68.875,7.5812500000000025,3.7225,1848.875,1.375,27.5,68.125
150,Appalachian State,2016,4,1,A,Akron,Sun Belt,MAC,6.776249999999997,5.583749999999999,1933.375,1.625,29.875,53.25,7.732500000000002,4.2375,1830.625,1.5,31.5,72.875
151,Kent State,2016,5,0,H,Akron,MAC,MAC,4.972499999999999,3.0787499999999985,1591.875,1.75,8.875,48.0,7.985000000000003,4.31625,1742.75,1.5,33.25,72.75
152,Miami OH,2016,6,0,A,Akron,MAC,MAC,7.758750000000006,2.98,1902.75,2.5,20.125,61.875,7.748750000000003,4.22625,1723.375,1.25,33.0,63.375
153,Western Michigan,2016,7,1,A,Akron,MAC,MAC,10.202499999999999,5.198750000000002,2044.125,0.375,40.0,49.25,7.2912500000000025,4.20375,1628.75,1.5,27.75,60.5
154,Ball State,2016,8,0,H,Akron,MAC,MAC,6.302500000000001,4.733750000000002,1878.75,2.0,24.125,27.25,7.443750000000002,4.38,1543.125,1.5,29.625,59.375
155,Buffalo,2016,9,1,H,Akron,MAC,MAC,5.627500000000002,4.408749999999994,1583.5,1.25,19.375,41.25,7.2150000000000025,4.463749999999999,1538.125,1.5,29.25,60.125
156,Toledo,2016,10,1,A,Akron,MAC,MAC,10.152499999999993,4.734999999999998,2001.875,0.875,39.75,64.125,7.743750000000002,4.42,1576.25,1.5,30.125,59.75
157,Bowling Green,2016,11,1,A,Akron,MAC,MAC,5.847499999999996,3.843749999999999,1667.5,2.75,22.625,71.375,7.290000000000003,4.25875,1636.125,2.125,25.5,53.375
158,Ohio,2016,13,1,H,Akron,MAC,MAC,7.095000000000006,4.386250000000001,1799.0,1.625,21.875,55.625,6.870000000000003,3.9899999999999998,1646.125,1.875,21.125,52.75
159,Penn State,2017,1,1,H,Akron,Big 10,MAC,11.067499999999997,5.00375,1754.25,1.125,46.375,47.75,6.1837500000000025,3.7075,1708.5,1.625,17.25,55.25
160,Iowa State,2017,3,1,A,Akron,Big 12,MAC,8.342500000000001,4.889999999999998,1757.75,1.0,31.75,52.0,6.266250000000003,3.45875,1705.125,2.0,14.625,64.5
161,Troy,2017,4,1,H,Akron,Sun Belt,MAC,6.096249999999996,3.9425,1733.875,1.5,23.125,62.0,6.486250000000004,3.2325,1787.75,2.125,16.75,71.125
162,Bowling Green,2017,5,0,H,Akron,MAC,MAC,5.978749999999996,3.6574999999999993,1809.625,1.875,22.5,41.125,6.327500000000004,3.0512499999999996,1788.0,2.375,16.625,65.375
163,Ball State,2017,6,0,A,Akron,MAC,MAC,5.880000000000001,3.8475000000000037,1911.0,2.125,22.375,38.625,6.801250000000004,3.2099999999999995,1734.625,2.25,18.0,62.25
164,Western Michigan,2017,7,0,H,Akron,MAC,MAC,6.931249999999997,4.066250000000001,1903.375,1.125,33.25,52.75,6.253750000000004,3.0849999999999995,1754.375,2.125,17.625,66.0
165,Toledo,2017,8,1,H,Akron,MAC,MAC,9.171249999999995,5.004999999999997,1810.625,0.75,33.875,86.75,6.137500000000004,2.8612499999999996,1719.375,1.625,16.75,55.375
166,Buffalo,2017,9,0,H,Akron,MAC,MAC,8.185000000000002,3.4212499999999957,1774.625,1.25,25.0,48.75,6.7637500000000035,2.8949999999999996,1709.5,1.75,19.0,53.125
167,Miami OH,2017,11,1,H,Akron,MAC,MAC,7.933750000000007,4.228749999999998,1890.375,1.375,23.0,74.5,7.110000000000004,2.8549999999999995,1703.125,1.625,20.75,49.75
168,Ohio,2017,12,0,A,Akron,MAC,MAC,6.702500000000006,6.157500000000001,1794.125,1.875,40.125,43.125,7.336250000000005,3.13,1718.875,1.25,23.625,60.75
169,Kent State,2017,13,0,A,Akron,MAC,MAC,6.103749999999999,3.5237499999999997,1825.625,2.5,15.875,69.875,6.930000000000005,3.1674999999999995,1681.25,1.0,24.5,50.75
170,Toledo,2017,14,1,N,Akron,MAC,MAC,10.188749999999999,5.852499999999996,1882.75,1.375,40.125,59.25,6.857500000000005,3.03875,1669.0,0.875,23.75,53.25
171,Florida Atlantic,2017,17,1,N,Akron,CUSA,MAC,9.874999999999995,6.278749999999999,1699.75,0.75,45.375,50.0,6.312500000000005,2.7312499999999997,1680.5,0.875,20.25,57.5
172,Northwestern,2018,3,0,H,Akron,Big 10,MAC,6.2775,4.319999999999999,1935.5,1.0,28.875,43.25,6.8875000000000055,2.6887499999999998,1705.375,0.875,23.375,63.375
173,Iowa State,2018,4,1,H,Akron,Big 12,MAC,7.345000000000004,3.0712499999999987,1855.75,0.875,22.125,46.875,6.6600000000000055,2.8375,1704.75,0.75,22.375,69.0
174,Miami OH,2018,6,1,A,Akron,MAC,MAC,6.596250000000009,3.8199999999999994,1668.125,1.0,25.125,56.375,6.152500000000005,2.6825,1720.75,1.25,21.875,73.625
175,Buffalo,2018,7,1,H,Akron,MAC,MAC,8.756250000000001,4.374999999999996,1797.875,0.875,31.875,42.75,5.931250000000005,2.9225000000000003,1689.875,1.375,20.875,72.25
176,Kent State,2018,8,0,H,Akron,MAC,MAC,5.949999999999999,3.712499999999999,1693.0,1.75,18.0,77.25,5.655000000000005,2.9087500000000004,1706.5,1.5,19.25,59.5
177,Central Michigan,2018,9,0,A,Akron,MAC,MAC,5.001249999999995,3.6499999999999986,1648.25,2.25,16.25,70.25,5.913750000000004,3.0375000000000005,1689.5,1.875,18.375,61.625
178,Northern Illinois,2018,10,1,A,Akron,MAC,MAC,4.846250000000002,3.5874999999999986,1783.125,1.0,20.75,60.25,6.143750000000003,2.7662500000000003,1674.125,1.875,18.125,64.75
179,Eastern Michigan,2018,11,1,H,Akron,MAC,MAC,6.971249999999998,3.6524999999999994,1843.125,1.25,25.375,73.125,5.926250000000003,2.7800000000000002,1626.625,2.375,18.625,61.75
180,Bowling Green,2018,12,1,A,Akron,MAC,MAC,7.456249999999994,4.001249999999999,1792.875,1.875,24.75,70.125,5.351250000000003,2.8200000000000003,1596.375,2.25,14.5,51.875
181,Ohio,2018,13,1,H,Akron,MAC,MAC,9.595000000000006,5.962500000000002,2011.5,1.5,42.125,54.625,5.753750000000003,2.6425,1601.75,2.25,16.375,56.375
182,South Carolina,2018,14,1,H,Akron,SEC,MAC,8.263749999999995,4.097500000000001,1442.5,1.75,29.875,50.75,5.5987500000000034,2.64875,1662.25,2.0,14.625,48.625
183,Kent State,2011,1,0,A,Alabama,MAC,SEC,2.11,-0.39,1807.0,1.0,7.0,36.0,8.08,5.23,1793.0,5.0,48.0,10.0
184,Penn State,2011,2,0,H,Alabama,Big 10,SEC,3.69,3.57,1555.0,3.0,11.0,25.0,6.67,5.005000000000001,1919.0,2.5,37.5,22.5
185,North Texas,2011,3,0,A,Alabama,Sun Belt,SEC,4.716666666666667,2.7166666666666663,1938.6666666666667,1.3333333333333333,13.0,51.0,7.1933333333333325,6.843333333333334,1835.0,2.3333333333333335,38.666666666666664,21.333333333333332
186,Arkansas,2011,4,0,A,Alabama,SEC,SEC,7.736666666666667,3.6133333333333333,1779.3333333333333,2.3333333333333335,34.666666666666664,29.666666666666668,7.895,6.3950000000000005,1869.0,1.75,38.5,29.75
187,Florida,2011,5,0,H,Alabama,SEC,SEC,8.556000000000001,4.818,1825.4,1.8,34.2,67.0,7.436,6.168000000000001,1911.4,1.4,38.4,29.6
188,Vanderbilt,2011,6,0,A,Alabama,SEC,SEC,4.8549999999999995,2.935,1647.0,2.75,14.25,61.5,7.54,5.733333333333334,1955.1666666666667,1.1666666666666667,37.666666666666664,27.166666666666668
189,Mississippi,2011,7,0,H,Alabama,SEC,SEC,6.470000000000001,2.398,1550.2,2.2,15.6,53.4,7.7542857142857144,6.2371428571428575,1966.7142857142858,1.0,39.714285714285715,28.285714285714285
190,Tennessee,2011,8,0,A,Alabama,SEC,SEC,7.343333333333333,2.2549999999999994,1804.0,1.6666666666666667,22.333333333333332,50.833333333333336,8.0975,5.9275,1963.125,1.0,39.375,29.5
191,LSU,2011,10,1,A,Alabama,SEC,SEC,8.04375,4.26375,2024.625,0.5,34.25,56.125,7.945,5.661250000000001,1964.75,0.625,34.125,37.375
192,Mississippi State,2011,11,0,H,Alabama,SEC,SEC,6.6425,3.1687499999999993,1613.75,1.5,18.0,40.125,8.13625,5.697500000000001,1972.375,0.75,33.75,38.0
193,Auburn,2011,13,0,H,Alabama,SEC,SEC,6.151249999999998,3.61625,1740.625,2.125,18.625,48.625,8.106250000000001,5.143750000000001,2001.25,0.625,33.875,38.125
194,LSU,2011,17,0,N,Alabama,SEC,SEC,7.19125,5.14875,1790.875,0.875,33.625,47.375,7.7162500000000005,5.048750000000001,2020.625,0.625,31.75,31.875
195,Michigan,2012,1,0,N,Alabama,Big 10,SEC,7.987499999999998,3.8062499999999995,1926.25,1.75,27.375,42.375,8.201250000000002,5.081250000000002,1996.25,0.75,32.125,35.125
196,Western Kentucky,2012,2,0,A,Alabama,Sun Belt,SEC,7.433749999999998,3.8625,2192.25,1.375,23.0,54.75,8.600000000000001,5.051250000000001,1931.0,0.75,32.25,34.5
197,Arkansas,2012,3,0,H,Alabama,SEC,SEC,7.393749999999996,3.8287499999999985,1618.625,2.125,30.625,45.25,8.801250000000003,4.518750000000002,1912.5,0.75,32.25,39.375
198,Florida Atlantic,2012,4,0,A,Alabama,Sun Belt,SEC,5.3025,3.4299999999999997,1745.375,2.0,14.625,61.125,8.676250000000003,4.730000000000002,1919.375,0.75,32.625,37.25
199,Mississippi,2012,5,0,A,Alabama,SEC,SEC,5.75,4.197500000000001,1678.75,2.625,17.125,48.25,8.568750000000003,4.802500000000002,1956.0,0.625,36.0,29.125
200,Missouri,2012,7,0,H,Alabama,SEC,SEC,6.382500000000001,3.3824999999999994,1752.875,1.75,20.5,37.625,8.737500000000002,5.131250000000002,1966.375,0.75,38.25,31.875
201,Tennessee,2012,8,0,H,Alabama,SEC,SEC,6.704999999999997,4.132499999999999,1671.75,2.25,28.0,41.25,9.476250000000002,5.017500000000002,2005.0,0.75,38.5,32.25
202,Mississippi State,2012,9,0,A,Alabama,SEC,SEC,7.218750000000001,4.8862499999999995,1810.875,1.5,29.0,41.625,9.840000000000003,5.0412500000000025,1996.0,0.75,40.625,39.5
203,LSU,2012,10,0,H,Alabama,SEC,SEC,7.16875,4.54125,1905.0,1.125,28.375,62.625,9.418750000000003,5.181250000000002,1915.875,0.875,38.125,34.5
204,Texas A&M,2012,11,1,A,Alabama,SEC,SEC,8.442499999999997,5.6975,1808.25,1.75,43.0,61.875,9.148750000000003,5.258750000000002,1916.0,1.25,36.75,40.25
205,Auburn,2012,13,0,A,Alabama,SEC,SEC,7.063749999999997,3.1562499999999996,1793.25,2.0,14.125,45.25,9.045000000000002,5.343750000000002,1928.875,1.375,36.375,32.25
206,Georgia,2012,14,0,N,Alabama,SEC,SEC,9.224999999999998,4.464999999999998,1662.5,1.25,31.125,56.375,8.821250000000001,5.520000000000001,1961.625,1.5,35.375,31.5
207,Notre Dame,2012,17,0,N,Alabama,Independent,SEC,7.500000000000001,4.833750000000001,1861.875,1.375,23.875,42.875,9.25,5.7962500000000015,1985.875,1.375,36.5,35.5
208,Virginia Tech,2013,1,0,N,Alabama,ACC,SEC,6.297500000000001,3.662500000000001,1900.75,2.0,20.25,48.875,8.805,5.150000000000001,1942.875,1.25,35.625,30.875
209,Texas A&M,2013,3,0,H,Alabama,SEC,SEC,8.8325,5.8925,1694.875,1.375,42.875,44.625,8.50625,5.292500000000001,1929.75,1.25,36.25,41.0
210,Colorado State,2013,4,0,A,Alabama,MWC,SEC,6.391250000000002,4.311249999999999,1728.125,2.375,25.5,61.625,8.541250000000002,5.125000000000002,1889.25,1.375,35.375,35.0
211,Mississippi,2013,5,0,A,Alabama,SEC,SEC,7.3287499999999985,3.592500000000001,1710.625,1.875,29.125,41.875,8.481250000000001,5.088750000000002,2022.25,1.25,35.875,39.375
212,Kentucky,2013,7,0,H,Alabama,SEC,SEC,6.378750000000001,4.367500000000001,1617.125,0.75,17.375,53.625,8.62625,5.446250000000002,2085.5,1.125,38.875,40.5
213,Arkansas,2013,8,0,A,Alabama,SEC,SEC,5.891249999999998,5.179999999999995,1780.75,1.75,18.125,46.125,8.33625,5.925000000000002,2054.125,1.0,39.25,39.25
214,Tennessee,2013,9,0,A,Alabama,SEC,SEC,6.2399999999999975,4.778749999999999,1696.75,1.75,26.875,40.375,8.6,5.756250000000001,2027.0,0.875,40.875,43.0
215,LSU,2013,11,0,A,Alabama,SEC,SEC,11.152499999999998,4.36625,1690.375,1.5,36.75,52.25,8.54,5.5950000000000015,1994.25,0.875,40.375,42.375
216,Mississippi State,2013,12,0,H,Alabama,SEC,SEC,7.381250000000001,4.882499999999998,1956.125,1.25,27.625,41.0,8.6975,6.021250000000001,1995.75,1.25,38.5,44.375
217,Auburn,2013,14,1,H,Alabama,SEC,SEC,8.497499999999999,6.032500000000001,1834.875,1.25,38.5,40.375,8.45125,6.010000000000001,1964.75,1.125,35.875,37.0
218,Oklahoma,2013,17,1,N,Alabama,Big 12,SEC,6.8350000000000035,4.885000000000002,1888.875,1.25,33.875,63.75,8.805,6.07875,1966.625,1.625,35.875,40.75
219,West Virginia,2014,1,0,N,Alabama,Big 12,SEC,7.111249999999998,3.7125,1649.0,2.25,29.625,47.625,9.04875,6.0200000000000005,1961.375,1.625,36.875,40.625
220,Florida Atlantic,2014,2,0,A,Alabama,CUSA,SEC,7.008749999999999,4.2225,1798.125,1.125,23.875,41.375,9.182500000000001,5.9125000000000005,1905.25,1.5,36.0,40.0
221,Southern Miss,2014,3,0,A,Alabama,CUSA,SEC,6.260000000000003,2.3524999999999987,1717.5,2.5,17.75,41.875,9.360000000000001,5.57375,1947.75,1.625,36.0,43.125
222,Florida,2014,4,0,A,Alabama,SEC,SEC,5.811250000000002,3.7574999999999985,1828.5,1.75,24.625,67.125,9.736250000000002,5.356250000000001,1987.5,2.0,35.625,47.5
223,Mississippi,2014,6,1,H,Alabama,SEC,SEC,7.786249999999999,3.821250000000001,1801.125,2.0,28.0,48.375,9.53625,5.258750000000001,1983.75,2.25,33.0,49.625
224,Arkansas,2014,7,0,H,Alabama,SEC,SEC,6.559999999999997,5.138749999999996,1960.625,1.625,28.875,35.75,9.765,4.7737500000000015,1945.0,2.0,32.25,48.25
225,Texas A&M,2014,8,0,A,Alabama,SEC,SEC,8.253749999999997,4.728749999999999,1590.625,1.25,35.75,51.75,9.6575,4.822500000000002,1987.125,2.0,36.125,42.625
226,Tennessee,2014,9,0,H,Alabama,SEC,SEC,6.186249999999998,2.953749999999999,1799.125,2.125,21.625,31.625,9.535,4.918750000000002,1989.75,1.625,36.5,43.25
227,LSU,2014,11,0,H,Alabama,SEC,SEC,7.229999999999998,4.3925,2037.375,1.5,28.0,46.625,9.155000000000001,4.641250000000002,1869.375,1.625,34.875,40.75
228,Mississippi State,2014,12,0,A,Alabama,SEC,SEC,8.760000000000002,5.2399999999999975,1805.0,2.25,35.5,38.875,8.591250000000002,4.383750000000003,1866.25,1.5,32.875,40.875
229,Auburn,2014,14,0,A,Alabama,SEC,SEC,9.336249999999998,5.6012499999999985,1819.75,1.875,34.375,72.875,8.921250000000002,4.368750000000003,1802.0,1.75,33.25,41.5
230,Missouri,2014,15,0,N,Alabama,SEC,SEC,5.829999999999999,3.8375000000000004,1762.75,1.25,22.875,69.0,8.530000000000003,4.515000000000002,1782.875,1.25,33.25,32.75
231,Ohio State,2014,17,1,N,Alabama,Big 10,SEC,8.550000000000004,6.383749999999997,1807.375,1.75,43.875,50.25,8.433750000000003,4.662500000000002,1747.875,1.375,35.5,30.75
232,Wisconsin,2015,1,0,N,Alabama,Big 10,SEC,6.572499999999999,5.795000000000002,1963.25,2.0,30.125,47.625,8.612500000000002,5.208750000000002,1787.625,1.125,38.125,42.0
233,Middle Tennessee,2015,2,0,A,Alabama,CUSA,SEC,7.502500000000001,4.725000000000005,1653.75,2.25,24.5,53.0,8.433750000000003,5.086250000000002,1760.75,1.375,35.375,47.0
234,Mississippi,2015,3,1,A,Alabama,SEC,SEC,7.853749999999999,3.833750000000001,1574.875,2.125,27.75,44.125,7.553750000000003,5.168750000000002,1805.75,1.75,35.75,45.25
235,Louisiana Monroe,2015,4,0,A,Alabama,Sun Belt,SEC,6.237499999999999,1.5675000000000012,1824.375,1.625,17.625,35.375,7.6350000000000025,5.200000000000003,1848.75,1.75,37.5,50.625
236,Georgia,2015,5,0,H,Alabama,SEC,SEC,8.72499999999999,6.091249999999995,1658.625,1.375,37.75,49.0,8.268750000000002,5.217500000000002,1893.5,2.0,39.125,47.875
237,Arkansas,2015,6,0,A,Alabama,SEC,SEC,8.439999999999996,4.467499999999995,2049.625,1.0,23.5,57.625,7.816250000000002,4.7462500000000025,1951.875,1.875,35.625,51.125
238,Texas A&M,2015,7,0,H,Alabama,SEC,SEC,8.019999999999998,4.13,1618.625,1.625,35.125,50.125,7.293750000000001,4.845000000000002,1949.25,2.0,35.5,57.375
239,Tennessee,2015,8,0,A,Alabama,SEC,SEC,6.972499999999998,4.391249999999999,1786.875,1.125,31.375,42.375,7.615000000000002,4.568750000000002,2001.5,1.75,33.5,60.875
240,LSU,2015,10,0,A,Alabama,SEC,SEC,8.011249999999997,6.056250000000001,1850.25,0.375,36.0,61.5,7.436250000000002,4.333750000000002,2064.25,1.875,32.875,56.875
241,Mississippi State,2015,11,0,H,Alabama,SEC,SEC,8.233750000000002,3.5362499999999955,1598.25,1.0,27.75,36.375,7.248750000000002,4.607500000000002,2016.0,1.75,32.125,56.875
242,Auburn,2015,13,0,H,Alabama,SEC,SEC,7.851249999999999,4.287499999999998,1643.25,0.625,29.75,46.5,7.498750000000002,4.682500000000002,2015.625,1.125,31.125,60.5
243,Florida,2015,14,0,N,Alabama,SEC,SEC,6.81625,2.9024999999999985,1885.875,1.25,18.25,52.375,7.8312500000000025,4.696250000000003,2135.75,1.125,30.5,55.875
244,Clemson,2015,17,0,N,Alabama,ACC,SEC,8.688750000000004,4.948750000000003,1977.625,1.75,38.5,43.5,8.021250000000004,4.568750000000003,2109.25,0.875,31.375,53.625
245,Michigan State,2015,17,0,N,Alabama,Big 10,SEC,6.851250000000006,3.3087499999999985,1990.75,1.375,28.625,48.5,8.182500000000005,4.755000000000003,2102.125,0.625,32.75,55.25
246,USC,2016,1,0,H,Alabama,PAC 12,SEC,6.45875,3.9437500000000014,1851.0,0.875,26.125,65.125,9.041250000000005,4.711250000000003,2059.75,0.75,34.125,51.375
247,Western Kentucky,2016,2,0,A,Alabama,CUSA,SEC,9.798749999999997,4.664999999999997,1796.625,1.375,43.5,54.0,8.942500000000004,4.760000000000003,2060.375,0.75,36.5,53.875
248,Mississippi,2016,3,0,H,Alabama,SEC,SEC,8.59375,4.8125,1593.875,1.75,37.875,54.25,8.621250000000003,5.061250000000004,2029.875,0.75,38.75,52.25
249,Kent State,2016,4,0,A,Alabama,MAC,SEC,4.657499999999999,3.1374999999999984,1581.125,1.875,7.375,51.5,8.698750000000002,4.857500000000004,2082.75,0.625,40.875,49.75
250,Kentucky,2016,5,0,A,Alabama,SEC,SEC,7.043750000000001,4.03125,1664.75,2.75,21.375,52.0,8.875000000000004,4.7275000000000045,2040.75,0.75,41.5,44.125
251,Arkansas,2016,6,0,H,Alabama,SEC,SEC,8.743749999999997,3.697499999999995,2182.875,1.625,35.125,34.5,9.753750000000004,5.195000000000004,1886.25,1.0,44.0,50.5
252,Tennessee,2016,7,0,H,Alabama,SEC,SEC,7.0662499999999975,3.856249999999998,1755.125,2.125,32.25,57.25,8.801250000000003,5.9375000000000036,1894.0,1.25,44.5,52.625
253,Texas A&M,2016,8,0,A,Alabama,SEC,SEC,6.394999999999997,5.365000000000001,1606.625,2.0,27.0,65.875,8.467500000000003,6.017500000000004,1915.75,1.5,43.875,49.5
254,LSU,2016,10,0,H,Alabama,SEC,SEC,7.816249999999995,6.361250000000002,1775.25,1.375,28.875,50.25,7.622500000000002,5.8750000000000036,1939.75,1.5,38.625,49.5
255,Mississippi State,2016,11,0,A,Alabama,SEC,SEC,5.8987500000000015,4.648749999999994,1816.5,1.5,25.375,54.875,7.787500000000003,6.356250000000004,1877.0,1.625,40.25,43.375
256,Auburn,2016,13,0,A,Alabama,SEC,SEC,8.621250000000005,5.1724999999999985,1678.875,0.875,31.5,29.25,8.156250000000004,6.0625000000000036,1915.25,1.75,38.0,37.5
257,Florida,2016,14,0,N,Alabama,SEC,SEC,6.4712499999999995,2.884999999999998,1817.5,2.0,19.0,46.375,8.221250000000005,6.057500000000003,1850.125,1.75,38.75,36.75
258,Washington,2016,17,0,N,Alabama,PAC 12,SEC,8.492500000000009,4.452500000000002,1910.5,1.375,36.0,36.375,7.693750000000004,6.145000000000003,1857.375,1.625,37.5,42.5
259,Clemson,2016,18,1,N,Alabama,ACC,SEC,8.260000000000003,3.936250000000004,2009.125,1.5,41.5,60.375,6.438750000000003,5.987500000000003,1875.25,1.25,35.25,42.0
260,Florida State,2017,1,0,N,Alabama,ACC,SEC,7.883750000000003,4.462500000000001,1785.25,2.25,29.5,57.5,6.382500000000003,5.385000000000003,1884.5,1.0,32.125,41.0
261,Fresno State,2017,2,0,A,Alabama,MWC,SEC,6.1337500000000045,3.0087499999999965,1730.625,1.5,12.875,45.375,6.451250000000003,5.7325000000000035,1846.0,0.75,33.125,39.25
262,Colorado State,2017,3,0,A,Alabama,MWC,SEC,10.783750000000001,5.3325,1806.625,1.5,41.125,59.5,7.223750000000003,5.9687500000000036,1787.5,0.5,37.0,41.25
263,Vanderbilt,2017,4,0,H,Alabama,SEC,SEC,7.481250000000005,3.4912500000000017,1884.875,1.375,21.875,44.375,6.851250000000003,6.030000000000003,1904.125,0.25,38.0,41.875
264,Mississippi,2017,5,0,A,Alabama,SEC,SEC,7.862499999999999,3.5637499999999998,1648.25,1.625,24.75,47.375,7.136250000000004,6.348750000000003,1875.125,0.0,42.5,45.875
265,Texas A&M,2017,6,0,H,Alabama,SEC,SEC,6.9449999999999985,4.951250000000001,1814.875,1.375,34.0,41.125,6.972500000000005,6.2375000000000025,1895.125,0.125,39.125,50.375
266,Arkansas,2017,7,0,A,Alabama,SEC,SEC,8.123749999999998,3.8837499999999934,1985.875,1.75,28.625,42.875,7.582500000000004,6.460000000000002,1892.875,0.375,41.25,50.375
267,Tennessee,2017,8,0,A,Alabama,SEC,SEC,6.1562499999999964,4.308749999999997,1637.375,1.5,20.875,46.5,8.235000000000003,6.288750000000002,1964.75,0.625,43.0,47.125
268,LSU,2017,10,0,A,Alabama,SEC,SEC,8.882499999999991,4.827500000000002,1923.75,0.875,23.0,59.75,8.522500000000003,6.176250000000002,1913.0,0.625,43.0,44.75
269,Mississippi State,2017,11,0,H,Alabama,SEC,SEC,5.932500000000002,5.003749999999997,2077.875,1.375,27.875,47.0,9.226250000000002,5.863750000000002,1840.75,0.625,41.75,48.5
270,Auburn,2017,13,1,H,Alabama,SEC,SEC,10.095000000000006,5.481249999999999,1895.125,0.875,39.75,30.0,8.625000000000002,5.803750000000002,1824.625,0.75,38.375,50.375
271,Clemson,2017,17,0,N,Alabama,ACC,SEC,5.9300000000000015,4.008750000000004,1876.375,1.375,27.875,51.625,8.412500000000001,5.283750000000001,1744.125,0.875,34.0,46.625
272,Georgia,2017,17,0,N,Alabama,SEC,SEC,9.307499999999994,5.853749999999996,1835.25,0.875,33.5,56.125,7.851250000000002,4.978750000000002,1666.625,1.0,29.0,44.25
273,Louisville,2018,1,0,N,Alabama,ACC,SEC,7.932500000000005,6.191249999999997,1811.0,1.5,35.5,47.875,8.580000000000002,4.981250000000001,1693.75,1.0,32.0,51.875
274,Arkansas State,2018,2,0,A,Alabama,Sun Belt,SEC,7.699999999999996,4.130000000000002,1852.875,2.125,32.75,75.375,8.845,4.876250000000001,1703.375,0.875,34.0,48.0
275,Mississippi,2018,3,0,H,Alabama,SEC,SEC,9.031249999999998,5.01875,1456.875,1.875,32.125,67.0,8.95375,4.83125,1699.5,0.875,36.125,48.5
276,Texas A&M,2018,4,0,A,Alabama,SEC,SEC,8.45,3.562500000000001,1755.5,1.5,35.375,52.5,9.5725,4.915,1710.875,0.875,38.75,57.375
277,Louisiana Lafayette,2018,5,0,A,Alabama,Sun Belt,SEC,6.8325000000000005,5.864999999999999,1707.25,1.125,22.25,40.75,10.63625,4.97875,1778.375,0.875,41.875,51.75
